,Date,Open,High,Low,Close,Adj Close,Volume,Date_str,Daily_return,Cum_return,Average,StDev,bollinger_hi,bollinger_low,BB_owned_short,BB_owned_long
36,2019-04-24,26652.56055,26680.58008,26582.85938,26597.05078,26597.05078,283370000,04/24/2019,-0.002226102206546194,0.008044463385458164,26248.089285714286,299.6224549806881,26847.334195675663,25648.84437575291,1.0,0.0
37,2019-04-25,26426.36914,26536.48047,26310.2793,26462.08008,26462.08008,296730000,04/25/2019,-0.005074649107392562,0.0029698142780656012,26286.39164809524,270.3638612201477,26827.119370535536,25745.663925654942,1.0,0.0
38,2019-04-26,26454.61914,26543.56055,26392.55078,26543.33008,26543.33008,317290000,04/26/2019,0.0030704313400294115,0.006040245618095012,26330.093564285715,229.25789738109134,26788.609359047896,25871.577769523534,1.0,0.0
39,2019-04-29,26559.86914,26602.53906,26520.75,26554.39063,26554.39063,279450000,04/29/2019,0.00041669790364156023,0.006456943521736573,26369.94735904762,186.12083272506248,26742.189024497744,25997.705693597494,1.0,0.0
40,2019-04-30,26594.56055,26614.03906,26419.4707,26592.91016,26592.91016,340320000,04/30/2019,0.0014505898680454018,0.007907533389781975,26401.57738142857,162.2967833499813,26726.170948128532,26076.98381472861,1.0,0.0
41,2019-05-01,26639.06055,26689.39063,26426.38086,26430.14063,26430.14063,303850000,05/01/2019,-0.006120786669103603,0.0017867467206783725,26409.754558095236,159.01611986498415,26727.786797825203,26091.722318365268,1.0,0.0
42,2019-05-02,26407.15039,26454.68945,26180.35938,26307.78906,26307.78906,287610000,05/02/2019,-0.004629244002626502,-0.002842497281948129,26415.881139047622,152.0105202509845,26719.90217954959,26111.860098545654,0.0,0.0
43,2019-05-03,26379.14063,26534.96094,26370.08984,26504.94922,26504.94922,248900000,05/03/2019,0.007494364484614712,0.004651867202666583,26429.539156190476,146.1257241971553,26721.79060458479,26137.287707796164,0.0,0.0
44,2019-05-06,26160.61914,26476.26953,26033.94922,26438.48047,26438.48047,283020000,05/06/2019,-0.0025077863552307534,0.0021440808474358294,26432.103423333334,145.77030779332125,26723.644038919978,26140.56280774669,0.0,0.0
45,2019-05-07,26276.90039,26276.90039,25789.71094,25965.08984,25965.08984,334960000,05/07/2019,-0.017905364513560416,-0.015761283666124587,26410.2034047619,177.89869520314468,26766.00079516819,26054.406014355613,0.0,1.0
46,2019-05-08,25933.78906,26118.09961,25889.41016,25967.33008,25967.33008,276420000,05/08/2019,8.627892350089307e-05,-0.015675004742623695,26392.40866904762,202.1953984832808,26796.799466014185,25988.017872081058,0.0,1.0
47,2019-05-09,25878.84961,25884.89063,25517.39063,25828.35938,25828.35938,334760000,05/09/2019,-0.00535175158831724,-0.021026756330940935,26377.06482619048,231.55841742036674,26840.181661031213,25913.947991349745,0.0,1.0
48,2019-05-10,25763.7207,26019.32031,25469.85938,25942.36914,25942.36914,294580000,05/10/2019,0.004414130929596705,-0.01661262540134423,26366.836682380952,246.04789955445736,26858.93248148987,25874.740883272036,0.0,1.0
49,2019-05-13,25568.06055,25568.06055,25222.50977,25324.99023,25324.99023,361240000,05/13/2019,-0.02379809286762772,-0.040410718268971954,26327.881418095236,332.7376979552032,26993.35681400564,25662.40602218483,0.0,1.0
50,2019-05-14,25384.0293,25688.96094,25384.0293,25532.05078,25532.05078,291570000,05/14/2019,0.008176135434584212,-0.032234582834387744,26285.964751428575,374.4068737913269,27034.77849901123,25537.15100384592,0.0,1.0
51,2019-05-15,25400.13086,25724.89063,25341.93945,25648.01953,25648.01953,270720000,05/15/2019,0.0045420852010384415,-0.027692497633349304,26250.881418095243,398.4328185708073,27047.747055236858,25454.01578095363,0.0,1.0
52,2019-05-16,25692.14063,25957.63086,25692.14063,25862.67969,25862.67969,320960000,05/16/2019,0.008369463371193847,-0.019323034262155456,26222.78711,404.2514716239549,27031.29005324791,25414.28416675209,0.0,1.0
53,2019-05-17,25719.94922,25948.74023,25657.7793,25764.0,25764.0,283760000,05/17/2019,-0.0038155245776081,-0.023138558839763557,26190.142392857146,412.61816386169517,27015.378720580535,25364.906065133757,0.0,1.0
54,2019-05-20,25655.31055,25751.71094,25560.55078,25679.90039,25679.90039,279560000,05/20/2019,-0.003264229545101736,-0.026402788384865292,26148.254837142857,417.85895185799774,26983.97274085885,25312.53693342686,0.0,1.0
55,2019-05-21,25782.33984,25898.26953,25779.60938,25877.33008,25877.33008,260870000,05/21/2019,0.007688101861831282,-0.01871468652303401,26118.077660952385,413.205608602857,26944.4888781581,25291.66644374667,0.0,1.0
56,2019-05-22,25818.46094,25878.21094,25755.10938,25776.60938,25776.60938,241760000,05/22/2019,-0.003892236938224271,-0.022606923461258283,26076.18331571429,400.296101307979,26876.775518330247,25275.591113098333,0.0,1.0
57,2019-05-23,25657.99023,25657.99023,25328.08984,25490.4707,25490.4707,316940000,05/23/2019,-0.011100710562111952,-0.033707634023370237,26023.489026190473,401.13496956672776,26825.75896532393,25221.219087057016,0.0,1.0
58,2019-05-24,25551.07031,25670.81055,25496.19922,25585.68945,25585.68945,201370000,05/24/2019,0.0037354645632338202,-0.029972169460136415,25981.756139047622,398.805549194213,26779.367237436047,25184.145040659198,0.0,1.0
59,2019-05-28,25616.55078,25717.63086,25342.2793,25347.76953,25347.76953,358980000,05/28/2019,-0.009298945039763244,-0.03927111449989966,25924.824684285715,399.96412647195143,26724.75293722962,25124.89643134181,0.0,1.0
60,2019-05-29,25231.46094,25231.46094,24938.24023,25126.41016,25126.41016,298930000,05/29/2019,-0.008732893430248967,-0.048004007930148626,25856.82561428571,408.8665538986113,26674.558722082933,25039.092506488487,0.0,1.0
61,2019-05-30,25139.93945,25218.53906,25066.75,25169.88086,25169.88086,215240000,05/30/2019,0.0017300800123530927,-0.04627392791779553,25789.06231428572,398.5649666977195,26586.192247681156,24991.93238089028,0.0,1.0
62,2019-05-31,25046.31055,25046.31055,24809.50977,24815.03906,24815.03906,292230000,05/31/2019,-0.014097873644047194,-0.06037180156184273,25712.15271571429,423.7100266210707,26559.57276895643,24864.732662472146,0.0,1.0
63,2019-06-03,24830.16016,24935.21094,24680.57031,24819.7793,24819.7793,328240000,06/03/2019,0.00019102287078967732,-0.06018077869105305,25641.295108095237,443.0978774445163,26527.49086298427,24755.099353206206,0.0,1.0
64,2019-06-04,24962.82031,25343.76953,24962.82031,25332.17969,25332.17969,281690000,06/04/2019,0.020644840705735145,-0.039535937985317904,25585.44894,400.67903690494916,26386.807013809896,24784.0908661901,0.0,1.0
65,2019-06-05,25451.0,25544.66016,25373.58008,25539.57031,25539.57031,262660000,06/05/2019,0.008186844659161594,-0.03134909332615631,25542.643694285714,349.774055609062,26242.191805503837,24843.095583067592,0.0,1.0
66,2019-06-06,25567.44922,25800.30078,25518.05078,25720.66016,25720.66016,248070000,06/06/2019,0.007090559778489879,-0.024258533547666432,25531.004185714286,338.9116311241989,26208.827447962685,24853.180923465887,0.0,0.0
67,2019-06-07,25768.7207,26072.75,25768.7207,25983.93945,25983.93945,263010000,06/07/2019,0.010236101576018111,-0.014022431971648321,25531.795108095237,339.9984415487943,26211.791991192826,24851.79822499765,0.0,0.0
68,2019-06-10,26090.2207,26210.60938,26054.31055,26062.67969,26062.67969,249280000,06/10/2019,0.003030342652680372,-0.01099208931896795,25542.953218095237,353.78328855754023,26250.51979521032,24835.386640980156,0.0,0.0
69,2019-06-11,26180.58984,26248.66992,25998.86914,26048.50977,26048.50977,253490000,06/11/2019,-0.000543686227530822,-0.011535775546498771,25548.00753380952,360.4698451674165,26268.94722414435,24827.067843474688,0.0,0.0
70,2019-06-12,26040.30078,26082.09961,25958.66016,26004.83008,26004.83008,223690000,06/12/2019,-0.001676859458973988,-0.01321263500547276,25580.38086,369.84534802999553,26320.071556059993,24840.69016394001,0.0,0.0
71,2019-06-13,26036.93945,26146.91016,25995.71094,26106.76953,26106.76953,213400000,06/13/2019,0.003920019845790189,-0.00929261515968257,25607.74841952381,386.95815115203726,26381.664721827885,24833.832117219736,0.0,0.0
72,2019-06-14,26076.35938,26162.2793,25988.08984,26089.60938,26089.60938,208020000,06/14/2019,-0.0006573065265804146,-0.009949921686262984,25628.776507619048,400.99966630187794,26430.775840222803,24826.777175015293,0.0,0.0
73,2019-06-17,26108.5293,26165.7793,26049.80078,26112.5293,26112.5293,199500000,06/17/2019,0.0008785075953481613,-0.009071414090914822,25640.67410809524,411.84633676007525,26464.36678161539,24816.981434575093,0.0,0.0
74,2019-06-18,26228.88086,26527.18945,26227.75977,26465.53906,26465.53906,273490000,06/18/2019,0.013518788469104785,0.0044473743781899625,25674.080729999994,449.1160743723031,26572.3128787446,24775.848581255388,0.0,0.0
75,2019-06-19,26490.16016,26569.75,26415.05078,26504.0,26504.0,240950000,06/19/2019,0.0014532460462190506,0.005900620424409013,25713.323568571424,484.2776622715822,26681.87889311459,24744.76824402826,0.0,0.0
76,2019-06-20,26665.38086,26798.63086,26539.68945,26753.16992,26753.16992,278170000,06/20/2019,0.009401219438575319,0.015301839862984331,25755.030227619045,534.24484221683,26823.519912052703,24686.540543185387,0.0,0.0
77,2019-06-21,26749.11914,26907.36914,26705.86914,26719.13086,26719.13086,485560000,06/21/2019,-0.0012723374501708079,0.014029502412813522,25799.91220285714,574.2418119798859,26948.39582681691,24651.42857889737,0.0,0.0
78,2019-06-24,26727.60938,26806.51953,26723.36914,26727.53906,26727.53906,232390000,06/24/2019,0.0003146883798000169,0.014344190792613539,25858.82022,603.6115253523301,27066.04327070466,24651.597169295343,0.0,0.0
79,2019-06-25,26731.60938,26752.31055,26527.66016,26548.2207,26548.2207,282160000,06/25/2019,-0.006709123484861441,0.007635067307752098,25904.65504142857,618.2027429211068,27141.060527270783,24668.249555586357,0.0,0.0
80,2019-06-26,26599.41992,26660.03906,26536.33008,26536.82031,26536.82031,274340000,06/26/2019,-0.0004294219988913425,0.007205645308860756,25961.276507142855,619.0992764928826,27199.47506012862,24723.07795415709,0.0,0.0
81,2019-06-27,26523.7207,26607.24023,26465.32031,26526.58008,26526.58008,246930000,06/27/2019,-0.0003858876037284901,0.006819757705132265,26027.95126523809,599.7869873657388,27227.525239969567,24828.377290506614,0.0,0.0
82,2019-06-28,26605.92969,26638.34961,26522.26953,26599.96094,26599.96094,499350000,06/28/2019,0.002766314382732187,0.009586072087864453,26096.050316666664,578.2910925747618,27252.632501816188,24939.46813151714,0.0,0.0
83,2019-07-01,26805.85938,26890.64063,26616.21094,26717.42969,26717.42969,267670000,07/01/2019,0.004416124905783414,0.014002196993647867,26186.640346666663,512.8935862671822,27212.42751920103,25160.8531741323,0.0,0.0
84,2019-07-02,26719.5293,26787.56055,26632.65039,26786.67969,26786.67969,219270000,07/02/2019,0.002591940946546943,0.01659413794019481,26280.302270000004,422.4163251935786,27125.13492038716,25435.469619612846,0.0,0.0
85,2019-07-03,26832.32031,26966.0,26831.43945,26966.0,26966.0,149840000,07/03/2019,0.0066943836292985195,0.023288521569493327,26358.10323714286,388.12647331550295,27134.356183773863,25581.850290511855,0.0,0.0
86,2019-07-05,26867.75,26950.81055,26733.33008,26922.11914,26922.11914,192170000,07/05/2019,-0.0016272661870504013,0.021661255382442925,26423.938895714287,358.4647792248975,27140.868454164083,25707.00933726449,0.0,0.0
87,2019-07-08,26835.64063,26839.14063,26744.86914,26806.14063,26806.14063,214290000,07/08/2019,-0.004307926482194343,0.017353328900248582,26475.628441904766,329.037167473926,27133.702776852617,25817.554106956915,0.0,0.0
88,2019-07-09,26725.11914,26807.69922,26665.57031,26783.49023,26783.49023,218330000,07/09/2019,-0.000844970572699792,0.01650835832754879,26513.70228857143,315.2687737149234,27144.239836001274,25883.164741141583,0.0,0.0
89,2019-07-10,26851.960939999997,26983.44922,26813.10938,26860.19922,26860.19922,207990000,07/10/2019,0.002864040098630535,0.019372398426179327,26551.679409047618,306.1240955387699,27163.927600125156,25939.43121797008,0.0,0.0
90,2019-07-11,26950.160160000003,27088.44922,26916.320310000003,27088.08008,27088.08008,252300000,07/11/2019,0.008483960157314169,0.027856358583493494,26601.182757142855,304.73948058973644,27210.661718322328,25991.70379596338,0.0,0.0
91,2019-07-12,27139.49023,27333.789060000003,27135.44922,27332.0293,27332.0293,248390000,07/12/2019,0.009005777422376795,0.03686213600587029,26664.382720000005,312.40552434814595,27289.193768696296,26039.571671303715,1.0,0.0
92,2019-07-15,27364.68945,27364.68945,27294.16992,27359.160160000003,27359.160160000003,199730000,07/15/2019,0.0009926397964166078,0.0378547758022869,26724.02036904762,320.0810695334322,27364.182508114485,26083.858229980753,1.0,0.0
93,2019-07-16,27349.320310000003,27398.679689999997,27290.24023,27335.63086,27335.63086,226000000,07/16/2019,-0.0008600154340410852,0.03699476036824581,26783.354725238096,311.98525836781533,27407.325241973725,26159.384208502466,1.0,0.0
94,2019-07-17,27320.910160000003,27343.06055,27218.38086,27219.84961,27219.84961,193930000,07/17/2019,-0.004235543368030395,0.03275921700021542,26836.08426380953,285.379446794703,27406.843157398936,26265.325370220125,1.0,0.0
95,2019-07-18,27191.98047,27266.81055,27068.789060000003,27222.9707,27222.9707,216070000,07/18/2019,0.00011466227935564812,0.03287387927957107,26872.152437142857,284.06748879617226,27440.2874147352,26304.017459550512,1.0,0.0
96,2019-07-19,27246.38086,27342.960939999997,27145.7793,27154.19922,27154.19922,287690000,07/19/2019,-0.0025262298063599307,0.030347649473211138,26903.1143047619,277.28771631551393,27457.689737392928,26348.538872130874,1.0,0.0
97,2019-07-22,27174.179689999997,27227.76953,27088.90039,27171.90039,27171.90039,216310000,07/22/2019,0.0006518759716163074,0.030999525444827446,26923.053850952376,280.9966990853743,27485.047249123123,26361.06045278163,1.0,0.0
98,2019-07-23,27231.85938,27368.81055,27204.58008,27349.18945,27349.18945,248850000,07/23/2019,0.006524720665664225,0.03752424611049167,26953.056640952378,291.5721475819297,27536.200936116238,26369.912345788518,1.0,0.0
99,2019-07-24,27262.24023,27291.039060000003,27191.11914,27269.9707,27269.9707,244320000,07/24/2019,-0.0028965666476086366,0.03462767946288303,26978.88671904762,294.60580737586184,27568.098333799342,26389.675104295897,1.0,0.0
100,2019-07-25,27247.39063,27298.429689999997,27062.48047,27140.98047,27140.98047,241420000,07/25/2019,-0.0047301198603782535,0.02989755960250478,27007.113374761906,279.27774463588105,27565.66886403367,26448.557885490143,1.0,0.0
101,2019-07-26,27166.0,27213.69922,27123.25,27192.44922,27192.44922,233650000,07/26/2019,0.0018963482198769662,0.03179390782238174,27038.333799047618,260.0601823617833,27558.454163771185,26518.21343432405,1.0,0.0
102,2019-07-29,27192.24023,27275.84961,27178.06055,27221.34961,27221.34961,250850000,07/29/2019,0.0010628093764627252,0.03285671719884447,27071.41806238095,234.6532493930003,27540.724561166953,26602.11156359495,1.0,0.0
103,2019-07-30,27145.39063,27224.35938,27069.85938,27198.01953,27198.01953,293250000,07/30/2019,-0.0008570508198252307,0.031999666379019236,27099.897042857145,209.5193264910439,27518.93569583923,26680.85838987506,1.0,0.0
104,2019-07-31,27244.66992,27281.65039,26719.59961,26864.26953,26864.26953,385150000,07/31/2019,-0.012271114065193848,0.019728552313825386,27106.88941619048,198.26488005915454,27503.419176308787,26710.35965607217,0.0,0.0
105,2019-08-01,26879.85938,27175.589839999997,26548.71094,26583.41992,26583.41992,386320000,08/01/2019,-0.01045439220621165,0.009274160107613736,27097.210379523807,218.59756851640208,27534.40551655661,26660.015242491005,0.0,1.0
106,2019-08-02,26528.66016,26570.01953,26249.2207,26485.00977,26485.00977,327640000,08/02/2019,-0.0037019371584301295,0.005572222949183607,27074.30608285714,255.17196347860352,27584.650009814348,26563.96215589993,0.0,1.0
107,2019-08-05,26259.23047,26259.23047,25523.38086,25717.74023,25717.74023,422240000,08/05/2019,-0.02896995495425868,-0.023397732005075077,27016.954706190474,390.531168919687,27798.01704402985,26235.8923683511,0.0,1.0
108,2019-08-06,25810.61914,26038.67969,25710.86914,26029.51953,26029.51953,318160000,08/06/2019,0.012123121907744769,-0.011274610097330308,26979.972749047625,444.53102041237656,27869.034789872378,26090.910708222873,0.0,1.0
109,2019-08-07,25814.2207,26073.21094,25440.39063,26007.07031,26007.07031,344790000,08/07/2019,-0.00086245233893498,-0.012137062436265288,26943.00037190476,491.4969098421381,27925.994191589038,25960.006552220482,0.0,1.0
110,2019-08-08,26086.51953,26383.60938,26038.09961,26378.18945,26378.18945,282530000,08/08/2019,0.01426993258280627,0.002132870146540981,26920.047525714286,506.5805019106268,27933.20852953554,25906.886521893033,0.0,1.0
111,2019-08-09,26337.08984,26413.35938,26097.64063,26287.43945,26287.43945,240260000,08/09/2019,-0.003440342263521047,-0.0013074721169800659,26881.92178142857,523.159111387514,27928.2400042036,25835.60355865354,0.0,1.0
112,2019-08-12,26169.91016,26178.94922,25824.93945,25896.43945,25896.43945,199390000,08/12/2019,-0.014874023799225526,-0.01618149591620559,26813.560359999992,554.2719910434047,27922.1043420868,25705.016377913184,0.0,1.0
113,2019-08-13,25888.88086,26426.9707,25833.25,26279.91016,26279.91016,308900000,08/13/2019,0.014807854598713869,-0.0013736413174917222,26762.16750285714,551.1799367825797,27864.527376422302,25659.80762929198,0.0,1.0
114,2019-08-14,26035.08008,26035.08008,25471.58984,25479.41992,25479.41992,352250000,08/14/2019,-0.030460158924683296,-0.03183380024217502,26673.77650571429,601.1861299830184,27876.148765680326,25471.404245748254,0.0,1.0
115,2019-08-15,25514.25,25639.68945,25339.59961,25579.39063,25579.39063,332600000,08/15/2019,0.003923586577476581,-0.02791021366469844,26595.659411428573,632.4488903700185,27860.55719216861,25330.761630688536,0.0,1.0
116,2019-08-16,25678.16992,25929.65039,25678.16992,25886.00977,25886.00977,276210000,08/16/2019,0.011986960300781757,-0.01592325336391668,26531.994605238102,633.4349919653641,27798.86458916883,25265.124621307375,0.0,1.0
117,2019-08-19,26020.06055,26222.32031,26020.06055,26135.78906,26135.78906,252640000,08/19/2019,0.009649200174894262,-0.006274053189022417,26483.49888333333,622.3041658411618,27728.107215015654,25238.890551651006,0.0,1.0
118,2019-08-20,26086.85938,26160.11914,25952.0,25962.43945,25962.43945,238100000,08/20/2019,-0.006632652628242382,-0.012906705817264798,26425.905505238094,611.2773042548349,27648.460113747762,25203.350896728425,0.0,1.0
119,2019-08-21,26145.35938,26268.32031,26141.76953,26202.73047,26202.73047,208790000,08/21/2019,0.009255332899774829,-0.0036513729174899694,26371.312220476186,574.802737731676,27520.917695939537,25221.706745012834,0.0,1.0
120,2019-08-22,26271.64063,26388.7793,26099.00977,26252.24023,26252.24023,222810000,08/22/2019,0.001889488580462463,-0.0017618843370275064,26322.84886476191,536.8999994591002,27396.648863680108,25249.04886584371,0.0,1.0
121,2019-08-23,26134.21094,26320.28906,25507.17969,25628.90039,25628.90039,364260000,08/23/2019,-0.023744253234726724,-0.02550613757175423,26250.84505142857,522.9044759175991,27296.654003263768,25205.03609959337,0.0,1.0
122,2019-08-26,25826.05078,25941.25,25716.39063,25898.83008,25898.83008,222780000,08/26/2019,0.0105322384453655,-0.014973899126388728,26189.244140000006,480.9464539045124,27151.137047809032,25227.35123219098,0.0,1.0
123,2019-08-27,26014.46094,26054.01953,25721.84961,25777.90039,25777.90039,263530000,08/27/2019,-0.0046693109158389,-0.01964321004222763,26120.508462857146,426.083052371754,26972.674567600654,25268.342358113638,0.0,1.0
124,2019-08-28,25712.99023,26041.57031,25637.42969,26036.09961,26036.09961,207070000,08/28/2019,0.010016301409100226,-0.009626908633127403,26065.178942857143,347.3284924636831,26759.83592778451,25370.521957929777,0.0,1.0
125,2019-08-29,26249.08984,26408.83984,26185.71094,26362.25,26362.25,208650000,08/29/2019,0.012526852903678797,0.0028999442705513936,26041.273250952385,304.1747816518653,26649.622814256116,25432.923687648654,0.0,0.0
126,2019-08-30,26476.39063,26514.61914,26295.58984,26403.2793,26403.2793,2190810000,08/30/2019,0.0015563656364687508,0.004456309907020144,26032.695126190476,290.34686634556516,26613.388858881608,25452.001393499344,0.0,0.0
127,2019-09-03,26198.25977,26198.25977,25978.2207,26118.01953,26118.01953,223210000,09/03/2019,-0.010803952295425552,-0.006347642388405408,26015.21940047619,272.2411019703531,26559.701604416896,25470.737196535487,0.0,0.0
128,2019-09-04,26301.99023,26362.34961,26244.43945,26355.4707,26355.4707,202710000,09/04/2019,0.009091469195329155,0.002743826806923747,26045.58751809523,272.9665518043257,26591.520621703883,25499.65441448658,0.0,0.0
129,2019-09-05,26603.15039,26836.30078,26603.15039,26728.15039,26728.15039,256670000,09/05/2019,0.01414050594057488,0.016884332747498627,26078.855654285715,310.85418730837205,26700.56402890246,25457.14727966897,1.0,0.0
130,2019-09-06,26790.25,26860.86914,26708.39063,26797.46094,26797.46094,209700000,09/06/2019,0.0025931667170629824,0.01947749946456161,26116.493303333333,347.42614259744437,26811.34558852822,25421.641018138445,1.0,0.0
131,2019-09-09,26866.23047,26900.83008,26762.17969,26835.50977,26835.50977,273120000,09/09/2019,0.0014198669823679096,0.020897366446929518,26138.270461428572,377.6664639898296,26893.603389408232,25382.937533448912,1.0,0.0
132,2019-09-10,26805.83008,26909.429689999997,26717.05078,26909.429689999997,26909.429689999997,322340000,09/10/2019,0.0027545562068149463,0.023651922653744464,26167.88904428572,412.71369371825455,26993.31643172223,25342.46165684921,1.0,0.0
133,2019-09-11,26928.05078,27137.039060000003,26885.48047,27137.039060000003,27137.039060000003,272590000,09/11/2019,0.008458349828372212,0.032110272482116675,26226.96521619048,458.19912999410485,27143.363476178693,25310.56695620227,1.0,0.0
134,2019-09-12,27197.320310000003,27306.73047,27105.00977,27182.44922,27182.44922,250010000,09/12/2019,0.0016733645811392295,0.033783637063255906,26269.943266666665,503.5020357322579,27276.94733813118,25262.93919520215,1.0,0.0
135,2019-09-13,27216.66992,27277.55078,27193.94922,27219.51953,27219.51953,255260000,09/13/2019,0.0013637590086152949,0.0351473960718712,26352.805152857145,510.0424483387476,27372.89004953464,25332.72025617965,1.0,0.0
